,date,region,confirmed,active,cured,deaths
0,2020-03-27,Andaman and Nicobar Islands,1,1.0,0.0,0.0
1,2020-03-28,Andaman and Nicobar Islands,6,6.0,0.0,0.0
2,2020-03-29,Andaman and Nicobar Islands,9,9.0,0.0,0.0
3,2020-03-30,Andaman and Nicobar Islands,9,9.0,0.0,0.0
4,2020-03-31,Andaman and Nicobar Islands,10,10.0,0.0,0.0
5,2020-04-01,Andaman and Nicobar Islands,10,10.0,0.0,0.0
6,2020-04-02,Andaman and Nicobar Islands,10,10.0,0.0,0.0
7,2020-04-03,Andaman and Nicobar Islands,10,10.0,0.0,0.0
8,2020-04-04,Andaman and Nicobar Islands,10,10.0,0.0,0.0
9,2020-04-05,Andaman and Nicobar Islands,10,10.0,0.0,0.0
10,2020-04-06,Andaman and Nicobar Islands,10,10.0,0.0,0.0
11,2020-04-07,Andaman and Nicobar Islands,10,10.0,0.0,0.0
12,2020-04-08,Andaman and Nicobar Islands,10,10.0,0.0,0.0
13,2020-04-09,Andaman and Nicobar Islands,11,11.0,0.0,0.0
14,2020-04-10,Andaman and Nicobar Islands,11,11.0,0.0,0.0
15,2020-04-11,Andaman and Nicobar Islands,11,11.0,0.0,0.0
16,2020-04-12,Andaman and Nicobar Islands,11,1.0,10.0,0.0
17,2020-04-13,Andaman and Nicobar Islands,11,1.0,10.0,0.0
18,2020-04-14,Andaman and Nicobar Islands,11,1.0,10.0,0.0
19,2020-04-15,Andaman and Nicobar Islands,11,1.0,10.0,0.0
20,2020-04-16,Andaman and Nicobar Islands,11,1.0,10.0,0.0
21,2020-04-17,Andaman and Nicobar Islands,11,1.0,10.0,0.0
22,2020-04-18,Andaman and Nicobar Islands,12,1.0,11.0,0.0
23,2020-04-19,Andaman and Nicobar Islands,14,3.0,11.0,0.0
24,2020-04-20,Andaman and Nicobar Islands,15,4.0,11.0,0.0
25,2020-04-21,Andaman and Nicobar Islands,16,5.0,11.0,0.0
26,2020-04-22,Andaman and Nicobar Islands,16,5.0,11.0,0.0
27,2020-04-23,Andaman and Nicobar Islands,18,7.0,11.0,0.0
28,2020-04-24,Andaman and Nicobar Islands,22,11.0,11.0,0.0
29,2020-04-25,Andaman and Nicobar Islands,27,16.0,11.0,0.0
30,2020-04-26,Andaman and Nicobar Islands,33,22.0,11.0,0.0
31,2020-04-27,Andaman and Nicobar Islands,33,22.0,11.0,0.0
32,2020-04-28,Andaman and Nicobar Islands,33,22.0,11.0,0.0
33,2020-04-29,Andaman and Nicobar Islands,33,18.0,15.0,0.0
34,2020-04-30,Andaman and Nicobar Islands,33,18.0,15.0,0.0
35,2020-05-01,Andaman and Nicobar Islands,33,17.0,16.0,0.0
36,2020-05-02,Andaman and Nicobar Islands,33,17.0,16.0,0.0
37,2020-05-03,Andaman and Nicobar Islands,33,17.0,16.0,0.0
38,2020-05-04,Andaman and Nicobar Islands,33,1.0,32.0,0.0
39,2020-05-05,Andaman and Nicobar Islands,33,1.0,32.0,0.0
40,2020-05-06,Andaman and Nicobar Islands,33,1.0,32.0,0.0
41,2020-05-07,Andaman and Nicobar Islands,33,1.0,32.0,0.0
42,2020-05-08,Andaman and Nicobar Islands,33,0.0,33.0,0.0
43,2020-05-09,Andaman and Nicobar Islands,33,0.0,33.0,0.0
44,2020-05-10,Andaman and Nicobar Islands,33,0.0,33.0,0.0
45,2020-05-11,Andaman and Nicobar Islands,33,0.0,33.0,0.0
46,2020-05-12,Andaman and Nicobar Islands,33,0.0,33.0,0.0
47,2020-05-13,Andaman and Nicobar Islands,33,0.0,33.0,0.0
48,2020-05-14,Andaman and Nicobar Islands,33,0.0,33.0,0.0
49,2020-05-15,Andaman and Nicobar Islands,33,0.0,33.0,0.0
50,2020-05-16,Andaman and Nicobar Islands,33,0.0,33.0,0.0
51,2020-05-17,Andaman and Nicobar Islands,33,0.0,33.0,0.0
52,2020-05-18,Andaman and Nicobar Islands,33,0.0,33.0,0.0
53,2020-05-19,Andaman and Nicobar Islands,33,0.0,33.0,0.0
54,2020-05-20,Andaman and Nicobar Islands,33,0.0,33.0,0.0
55,2020-05-21,Andaman and Nicobar Islands,33,0.0,33.0,0.0
56,2020-05-22,Andaman and Nicobar Islands,33,0.0,33.0,0.0
57,2020-05-23,Andaman and Nicobar Islands,33,0.0,33.0,0.0
58,2020-05-24,Andaman and Nicobar Islands,33,0.0,33.0,0.0
59,2020-05-25,Andaman and Nicobar Islands,33,0.0,33.0,0.0
60,2020-05-26,Andaman and Nicobar Islands,33,0.0,33.0,0.0
61,2020-05-27,Andaman and Nicobar Islands,33,0.0,33.0,0.0
62,2020-05-28,Andaman and Nicobar Islands,33,0.0,33.0,0.0
63,2020-05-29,Andaman and Nicobar Islands,33,0.0,33.0,0.0
64,2020-05-30,Andaman and Nicobar Islands,33,0.0,33.0,0.0
65,2020-05-31,Andaman and Nicobar Islands,33,0.0,33.0,0.0
66,2020-06-01,Andaman and Nicobar Islands,33,0.0,33.0,0.0
67,2020-06-02,Andaman and Nicobar Islands,33,0.0,33.0,0.0
68,2020-06-03,Andaman and Nicobar Islands,33,0.0,33.0,0.0
69,2020-06-04,Andaman and Nicobar Islands,33,0.0,33.0,0.0
70,2020-06-05,Andaman and Nicobar Islands,33,0.0,33.0,0.0
71,2020-06-06,Andaman and Nicobar Islands,33,0.0,33.0,0.0
72,2020-06-07,Andaman and Nicobar Islands,33,0.0,33.0,0.0
73,2020-06-08,Andaman and Nicobar Islands,33,0.0,33.0,0.0
74,2020-06-09,Andaman and Nicobar Islands,33,0.0,33.0,0.0
75,2020-06-10,Andaman and Nicobar Islands,33,0.0,33.0,0.0
76,2020-06-11,Andaman and Nicobar Islands,34,1.0,33.0,0.0
77,2020-06-12,Andaman and Nicobar Islands,38,5.0,33.0,0.0
78,2020-06-13,Andaman and Nicobar Islands,38,5.0,33.0,0.0
79,2020-06-14,Andaman and Nicobar Islands,38,5.0,33.0,0.0
80,2020-06-15,Andaman and Nicobar Islands,38,5.0,33.0,0.0
81,2020-06-16,Andaman and Nicobar Islands,41,8.0,33.0,0.0
82,2020-06-17,Andaman and Nicobar Islands,44,11.0,33.0,0.0
83,2020-06-18,Andaman and Nicobar Islands,44,11.0,33.0,0.0
84,2020-06-19,Andaman and Nicobar Islands,44,11.0,33.0,0.0
85,2020-06-20,Andaman and Nicobar Islands,45,10.0,35.0,0.0
86,2020-06-21,Andaman and Nicobar Islands,47,11.0,36.0,0.0
87,2020-06-22,Andaman and Nicobar Islands,48,11.0,37.0,0.0
88,2020-06-23,Andaman and Nicobar Islands,48,11.0,37.0,0.0
89,2020-06-24,Andaman and Nicobar Islands,50,10.0,40.0,0.0
90,2020-06-25,Andaman and Nicobar Islands,56,13.0,43.0,0.0
91,2020-06-26,Andaman and Nicobar Islands,59,16.0,43.0,0.0
92,2020-06-27,Andaman and Nicobar Islands,72,29.0,43.0,0.0
93,2020-06-28,Andaman and Nicobar Islands,72,29.0,43.0,0.0
94,2020-06-29,Andaman and Nicobar Islands,76,31.0,45.0,0.0
95,2020-06-30,Andaman and Nicobar Islands,90,44.0,46.0,0.0
96,2020-07-01,Andaman and Nicobar Islands,97,47.0,50.0,0.0
97,2020-07-02,Andaman and Nicobar Islands,100,50.0,50.0,0.0
98,2020-07-03,Andaman and Nicobar Islands,109,58.0,51.0,0.0
99,2020-07-04,Andaman and Nicobar Islands,116,62.0,54.0,0.0
100,2020-07-05,Andaman and Nicobar Islands,119,53.0,66.0,0.0
101,2020-07-06,Andaman and Nicobar Islands,125,53.0,72.0,0.0
102,2020-07-07,Andaman and Nicobar Islands,141,67.0,74.0,0.0
103,2020-07-08,Andaman and Nicobar Islands,147,72.0,75.0,0.0
104,2020-07-09,Andaman and Nicobar Islands,149,72.0,77.0,0.0
105,2020-07-10,Andaman and Nicobar Islands,151,68.0,83.0,0.0
106,2020-07-11,Andaman and Nicobar Islands,156,64.0,92.0,0.0
107,2020-07-12,Andaman and Nicobar Islands,163,70.0,93.0,0.0
108,2020-07-13,Andaman and Nicobar Islands,163,70.0,93.0,0.0
109,2020-07-14,Andaman and Nicobar Islands,166,57.0,109.0,0.0
110,2020-07-15,Andaman and Nicobar Islands,166,57.0,109.0,0.0
111,2020-07-16,Andaman and Nicobar Islands,176,46.0,130.0,0.0
112,2020-07-17,Andaman and Nicobar Islands,180,47.0,133.0,0.0
113,2020-07-18,Andaman and Nicobar Islands,194,52.0,142.0,0.0
114,2020-07-19,Andaman and Nicobar Islands,198,53.0,145.0,0.0
115,2020-07-20,Andaman and Nicobar Islands,203,58.0,145.0,0.0
116,2020-07-21,Andaman and Nicobar Islands,207,55.0,152.0,0.0
117,2020-07-22,Andaman and Nicobar Islands,212,53.0,159.0,0.0
118,2020-07-23,Andaman and Nicobar Islands,221,58.0,163.0,0.0
119,2020-07-24,Andaman and Nicobar Islands,240,70.0,170.0,0.0
120,2020-07-25,Andaman and Nicobar Islands,259,85.0,174.0,0.0
121,2020-07-26,Andaman and Nicobar Islands,290,114.0,176.0,0.0
122,2020-07-27,Andaman and Nicobar Islands,324,142.0,182.0,0.0
123,2020-07-28,Andaman and Nicobar Islands,338,145.0,192.0,1.0
124,2020-07-29,Andaman and Nicobar Islands,363,166.0,196.0,1.0
125,2020-07-30,Andaman and Nicobar Islands,428,225.0,201.0,2.0
126,2020-07-31,Andaman and Nicobar Islands,471,266.0,201.0,4.0
127,2020-08-01,Andaman and Nicobar Islands,548,329.0,214.0,5.0
128,2020-08-02,Andaman and Nicobar Islands,636,403.0,226.0,7.0
129,2020-08-03,Andaman and Nicobar Islands,734,484.0,242.0,8.0
130,2020-08-04,Andaman and Nicobar Islands,830,557.0,263.0,10.0
131,2020-08-05,Andaman and Nicobar Islands,928,639.0,277.0,12.0
132,2020-08-06,Andaman and Nicobar Islands,1027,687.0,326.0,14.0
133,2020-08-07,Andaman and Nicobar Islands,1123,752.0,355.0,16.0
134,2020-08-08,Andaman and Nicobar Islands,1222,778.0,425.0,19.0
135,2020-08-09,Andaman and Nicobar Islands,1351,831.0,500.0,20.0
136,2020-08-10,Andaman and Nicobar Islands,1490,822.0,648.0,20.0
137,2020-08-11,Andaman and Nicobar Islands,1625,896.0,709.0,20.0
138,2020-08-12,Andaman and Nicobar Islands,1764,994.0,749.0,21.0
139,2020-08-13,Andaman and Nicobar Islands,1900,1050.0,829.0,21.0
140,2020-08-14,Andaman and Nicobar Islands,2037,1091.0,924.0,22.0
141,2020-08-15,Andaman and Nicobar Islands,2186,1130.0,1032.0,24.0
142,2020-08-16,Andaman and Nicobar Islands,2306,1154.0,1128.0,24.0
143,2020-08-17,Andaman and Nicobar Islands,2399,1145.0,1226.0,28.0
144,2020-08-18,Andaman and Nicobar Islands,2445,1091.0,1325.0,29.0
145,2020-08-19,Andaman and Nicobar Islands,2529,1078.0,1421.0,30.0
146,2020-08-20,Andaman and Nicobar Islands,2604,1045.0,1529.0,30.0
147,2020-08-21,Andaman and Nicobar Islands,2680,1011.0,1638.0,31.0
148,2020-08-22,Andaman and Nicobar Islands,2747,971.0,1744.0,32.0
149,2020-08-23,Andaman and Nicobar Islands,2808,923.0,1853.0,32.0
150,2020-08-24,Andaman and Nicobar Islands,2860,864.0,1963.0,33.0
151,2020-08-25,Andaman and Nicobar Islands,2904,777.0,2092.0,35.0
152,2020-08-26,Andaman and Nicobar Islands,2945,677.0,2231.0,37.0
153,2020-08-27,Andaman and Nicobar Islands,2985,635.0,2309.0,41.0
154,2020-08-28,Andaman and Nicobar Islands,3018,602.0,2374.0,42.0
155,2020-08-29,Andaman and Nicobar Islands,3050,564.0,2444.0,42.0
156,2020-08-30,Andaman and Nicobar Islands,3081,518.0,2519.0,44.0
157,2020-08-31,Andaman and Nicobar Islands,3104,473.0,2586.0,45.0
158,2020-09-01,Andaman and Nicobar Islands,3132,439.0,2647.0,46.0
159,2020-09-02,Andaman and Nicobar Islands,3160,400.0,2714.0,46.0
160,2020-09-03,Andaman and Nicobar Islands,3186,381.0,2758.0,47.0
161,2020-09-04,Andaman and Nicobar Islands,3223,352.0,2823.0,48.0
162,2020-09-05,Andaman and Nicobar Islands,3257,345.0,2863.0,49.0
163,2020-09-06,Andaman and Nicobar Islands,3292,338.0,2904.0,50.0
164,2020-09-07,Andaman and Nicobar Islands,3332,331.0,2951.0,50.0
165,2020-09-08,Andaman and Nicobar Islands,3359,312.0,2997.0,50.0
166,2020-09-09,Andaman and Nicobar Islands,3392,307.0,3035.0,50.0
167,2020-09-10,Andaman and Nicobar Islands,3426,297.0,3078.0,51.0
168,2020-09-11,Andaman and Nicobar Islands,3465,293.0,3121.0,51.0
169,2020-09-12,Andaman and Nicobar Islands,3494,286.0,3157.0,51.0
170,2020-09-13,Andaman and Nicobar Islands,3521,268.0,3202.0,51.0
171,2020-09-14,Andaman and Nicobar Islands,3546,252.0,3243.0,51.0
172,2020-09-15,Andaman and Nicobar Islands,3557,227.0,3278.0,52.0
173,2020-09-16,Andaman and Nicobar Islands,3574,204.0,3318.0,52.0
174,2020-09-17,Andaman and Nicobar Islands,3593,196.0,3345.0,52.0
175,2020-09-18,Andaman and Nicobar Islands,3604,174.0,3378.0,52.0
176,2020-09-19,Andaman and Nicobar Islands,3631,165.0,3414.0,52.0
177,2020-09-20,Andaman and Nicobar Islands,3644,156.0,3436.0,52.0
178,2020-09-21,Andaman and Nicobar Islands,3651,147.0,3452.0,52.0
179,2020-09-22,Andaman and Nicobar Islands,3673,152.0,3469.0,52.0
180,2020-09-23,Andaman and Nicobar Islands,3691,160.0,3479.0,52.0
181,2020-09-24,Andaman and Nicobar Islands,3712,166.0,3494.0,52.0
182,2020-09-25,Andaman and Nicobar Islands,3744,189.0,3503.0,52.0
183,2020-09-26,Andaman and Nicobar Islands,3759,179.0,3528.0,52.0
184,2020-09-27,Andaman and Nicobar Islands,3774,171.0,3551.0,52.0
185,2020-09-28,Andaman and Nicobar Islands,3794,188.0,3553.0,53.0
186,2020-09-29,Andaman and Nicobar Islands,3803,168.0,3582.0,53.0
187,2020-09-30,Andaman and Nicobar Islands,3821,181.0,3587.0,53.0
188,2020-10-01,Andaman and Nicobar Islands,3835,174.0,3608.0,53.0
189,2020-10-02,Andaman and Nicobar Islands,3848,172.0,3623.0,53.0
190,2020-10-03,Andaman and Nicobar Islands,3858,174.0,3631.0,53.0
191,2020-10-04,Andaman and Nicobar Islands,3868,173.0,3642.0,53.0
192,2020-10-05,Andaman and Nicobar Islands,3884,182.0,3649.0,53.0
193,2020-10-06,Andaman and Nicobar Islands,3899,186.0,3659.0,54.0
194,2020-10-07,Andaman and Nicobar Islands,3912,180.0,3678.0,54.0
195,2020-10-08,Andaman and Nicobar Islands,3935,185.0,3696.0,54.0
196,2020-10-09,Andaman and Nicobar Islands,3952,190.0,3707.0,55.0
197,2020-10-10,Andaman and Nicobar Islands,3976,197.0,3724.0,55.0
198,2020-10-11,Andaman and Nicobar Islands,3992,193.0,3744.0,55.0
199,2020-10-12,Andaman and Nicobar Islands,4005,186.0,3764.0,55.0
200,2020-10-13,Andaman and Nicobar Islands,4023,198.0,3770.0,55.0
201,2020-10-14,Andaman and Nicobar Islands,4036,199.0,3782.0,55.0
202,2020-10-15,Andaman and Nicobar Islands,4046,195.0,3796.0,55.0
203,2020-10-16,Andaman and Nicobar Islands,4062,190.0,3817.0,55.0
204,2020-10-17,Andaman and Nicobar Islands,4072,185.0,3831.0,56.0
205,2020-10-18,Andaman and Nicobar Islands,4083,179.0,3848.0,56.0
206,2020-10-19,Andaman and Nicobar Islands,4108,184.0,3868.0,56.0
207,2020-10-20,Andaman and Nicobar Islands,4126,178.0,3892.0,56.0
208,2020-10-21,Andaman and Nicobar Islands,4141,183.0,3902.0,56.0
209,2020-10-22,Andaman and Nicobar Islands,4168,199.0,3913.0,56.0
210,2020-10-23,Andaman and Nicobar Islands,4184,190.0,3937.0,57.0
211,2020-10-24,Andaman and Nicobar Islands,4207,204.0,3945.0,58.0
212,2020-10-25,Andaman and Nicobar Islands,4225,199.0,3968.0,58.0
213,2020-10-26,Andaman and Nicobar Islands,4245,204.0,3983.0,58.0
214,2020-10-27,Andaman and Nicobar Islands,4253,198.0,3997.0,58.0
215,2020-10-28,Andaman and Nicobar Islands,4274,197.0,4019.0,58.0
216,2020-10-29,Andaman and Nicobar Islands,4289,192.0,4039.0,58.0
217,2020-10-30,Andaman and Nicobar Islands,4305,192.0,4054.0,59.0
218,2020-10-31,Andaman and Nicobar Islands,4317,182.0,4076.0,59.0
219,2020-11-01,Andaman and Nicobar Islands,4332,173.0,4100.0,59.0
220,2020-11-02,Andaman and Nicobar Islands,4340,168.0,4112.0,60.0
221,2020-11-03,Andaman and Nicobar Islands,4352,160.0,4132.0,60.0
222,2020-11-04,Andaman and Nicobar Islands,4372,159.0,4153.0,60.0
223,2020-11-05,Andaman and Nicobar Islands,4389,166.0,4163.0,60.0
224,2020-11-06,Andaman and Nicobar Islands,4403,168.0,4175.0,60.0
225,2020-11-07,Andaman and Nicobar Islands,4420,166.0,4194.0,60.0
226,2020-11-08,Andaman and Nicobar Islands,4441,175.0,4206.0,60.0
227,2020-11-09,Andaman and Nicobar Islands,4450,169.0,4221.0,60.0
228,2020-11-10,Andaman and Nicobar Islands,4463,164.0,4239.0,60.0
229,2020-11-11,Andaman and Nicobar Islands,4477,162.0,4255.0,60.0
230,2020-11-12,Andaman and Nicobar Islands,4494,167.0,4267.0,60.0
231,2020-11-13,Andaman and Nicobar Islands,4507,164.0,4282.0,61.0
232,2020-11-14,Andaman and Nicobar Islands,4518,153.0,4304.0,61.0
233,2020-11-15,Andaman and Nicobar Islands,4527,151.0,4315.0,61.0
234,2020-11-16,Andaman and Nicobar Islands,4536,145.0,4330.0,61.0
235,2020-11-17,Andaman and Nicobar Islands,4557,150.0,4346.0,61.0
236,2020-11-18,Andaman and Nicobar Islands,4574,150.0,4363.0,61.0
237,2020-11-19,Andaman and Nicobar Islands,4593,154.0,4378.0,61.0
238,2020-11-20,Andaman and Nicobar Islands,4604,145.0,4398.0,61.0
239,2020-11-21,Andaman and Nicobar Islands,4617,148.0,4408.0,61.0
240,2020-11-22,Andaman and Nicobar Islands,4631,142.0,4428.0,61.0
241,2020-11-23,Andaman and Nicobar Islands,4641,140.0,4440.0,61.0
242,2020-11-24,Andaman and Nicobar Islands,4656,142.0,4453.0,61.0
243,2020-11-25,Andaman and Nicobar Islands,4667,142.0,4464.0,61.0
244,2020-11-26,Andaman and Nicobar Islands,4677,137.0,4479.0,61.0
245,2020-11-27,Andaman and Nicobar Islands,4682,130.0,4491.0,61.0
246,2020-11-28,Andaman and Nicobar Islands,4689,120.0,4508.0,61.0
247,2020-11-29,Andaman and Nicobar Islands,4698,119.0,4518.0,61.0
248,2020-11-30,Andaman and Nicobar Islands,4704,106.0,4537.0,61.0
249,2020-12-01,Andaman and Nicobar Islands,4710,99.0,4550.0,61.0
250,2020-12-02,Andaman and Nicobar Islands,4718,91.0,4566.0,61.0
251,2020-12-03,Andaman and Nicobar Islands,4723,79.0,4583.0,61.0
252,2020-12-04,Andaman and Nicobar Islands,4729,71.0,4597.0,61.0
253,2020-12-05,Andaman and Nicobar Islands,4742,70.0,4611.0,61.0
254,2020-12-06,Andaman and Nicobar Islands,4747,70.0,4616.0,61.0
255,2020-12-07,Andaman and Nicobar Islands,4758,73.0,4624.0,61.0
256,2020-12-08,Andaman and Nicobar Islands,4773,81.0,4631.0,61.0
257,2020-12-09,Andaman and Nicobar Islands,4778,70.0,4647.0,61.0
258,2020-12-10,Andaman and Nicobar Islands,4783,75.0,4647.0,61.0
259,2020-12-11,Andaman and Nicobar Islands,4791,78.0,4652.0,61.0
260,2020-12-12,Andaman and Nicobar Islands,4798,78.0,4659.0,61.0
261,2020-12-13,Andaman and Nicobar Islands,4805,79.0,4665.0,61.0
262,2020-12-14,Andaman and Nicobar Islands,4818,84.0,4673.0,61.0
263,2020-12-15,Andaman and Nicobar Islands,4834,92.0,4681.0,61.0
264,2020-12-17,Andaman and Nicobar Islands,4850,91.0,4698.0,61.0
265,2020-12-18,Andaman and Nicobar Islands,4860,92.0,4707.0,61.0
266,2020-12-19,Andaman and Nicobar Islands,4869,96.0,4712.0,61.0
267,2020-12-20,Andaman and Nicobar Islands,4875,95.0,4719.0,61.0
268,2020-12-21,Andaman and Nicobar Islands,4881,88.0,4732.0,61.0
269,2020-12-22,Andaman and Nicobar Islands,4888,86.0,4740.0,62.0
270,2020-12-23,Andaman and Nicobar Islands,4893,82.0,4749.0,62.0
271,2020-12-24,Andaman and Nicobar Islands,4896,73.0,4761.0,62.0
272,2020-12-25,Andaman and Nicobar Islands,4901,64.0,4775.0,62.0
273,2020-12-26,Andaman and Nicobar Islands,4912,69.0,4781.0,62.0
274,2020-12-27,Andaman and Nicobar Islands,4912,61.0,4789.0,62.0
275,2020-12-28,Andaman and Nicobar Islands,4924,64.0,4798.0,62.0
276,2020-12-29,Andaman and Nicobar Islands,4929,64.0,4803.0,62.0
277,2020-12-30,Andaman and Nicobar Islands,4936,63.0,4811.0,62.0
278,2020-12-31,Andaman and Nicobar Islands,4941,59.0,4820.0,62.0
279,2021-01-03,Andaman and Nicobar Islands,4947,48.0,4837.0,62.0
280,2021-01-04,Andaman and Nicobar Islands,4948,40.0,4846.0,62.0
281,2021-01-05,Andaman and Nicobar Islands,4948,38.0,4848.0,62.0
282,2021-01-06,Andaman and Nicobar Islands,4949,31.0,4856.0,62.0
283,2021-01-07,Andaman and Nicobar Islands,4949,28.0,4859.0,62.0
284,2021-01-08,Andaman and Nicobar Islands,4958,32.0,4864.0,62.0
285,2021-01-09,Andaman and Nicobar Islands,4959,31.0,4866.0,62.0
286,2021-01-10,Andaman and Nicobar Islands,4959,24.0,4873.0,62.0
287,2021-01-11,Andaman and Nicobar Islands,4960,23.0,4875.0,62.0
288,2021-01-12,Andaman and Nicobar Islands,4963,17.0,4884.0,62.0
289,2021-01-13,Andaman and Nicobar Islands,4966,18.0,4886.0,62.0
290,2021-01-14,Andaman and Nicobar Islands,4969,16.0,4891.0,62.0
291,2021-01-15,Andaman and Nicobar Islands,4976,23.0,4891.0,62.0
292,2021-01-16,Andaman and Nicobar Islands,4979,22.0,4895.0,62.0
293,2021-01-17,Andaman and Nicobar Islands,4982,25.0,4895.0,62.0
294,2021-01-18,Andaman and Nicobar Islands,4983,25.0,4896.0,62.0
295,2021-01-19,Andaman and Nicobar Islands,4988,29.0,4897.0,62.0
296,2021-01-20,Andaman and Nicobar Islands,4989,30.0,4897.0,62.0
297,2021-01-21,Andaman and Nicobar Islands,4991,29.0,4900.0,62.0
298,2021-01-22,Andaman and Nicobar Islands,4991,25.0,4904.0,62.0
299,2021-01-23,Andaman and Nicobar Islands,4992,23.0,4907.0,62.0
300,2021-01-24,Andaman and Nicobar Islands,4993,24.0,4907.0,62.0
301,2021-01-25,Andaman and Nicobar Islands,4993,23.0,4908.0,62.0
302,2021-01-27,Andaman and Nicobar Islands,4994,15.0,4917.0,62.0
303,2021-01-28,Andaman and Nicobar Islands,4994,10.0,4922.0,62.0
304,2021-01-29,Andaman and Nicobar Islands,4994,8.0,4924.0,62.0
305,2021-01-30,Andaman and Nicobar Islands,4994,5.0,4927.0,62.0
306,2021-01-31,Andaman and Nicobar Islands,4994,4.0,4928.0,62.0
307,2021-02-01,Andaman and Nicobar Islands,4994,4.0,4928.0,62.0
308,2021-02-02,Andaman and Nicobar Islands,4994,0.0,4932.0,62.0
309,2021-02-03,Andaman and Nicobar Islands,4994,0.0,4932.0,62.0
310,2021-02-04,Andaman and Nicobar Islands,4994,0.0,4932.0,62.0
311,2021-02-05,Andaman and Nicobar Islands,4994,0.0,4932.0,62.0
312,2021-02-06,Andaman and Nicobar Islands,4997,3.0,4932.0,62.0
313,2021-02-07,Andaman and Nicobar Islands,5000,6.0,4932.0,62.0
314,2021-02-08,Andaman and Nicobar Islands,5001,7.0,4932.0,62.0
315,2021-02-09,Andaman and Nicobar Islands,5005,11.0,4932.0,62.0
316,2021-02-10,Andaman and Nicobar Islands,5007,13.0,4932.0,62.0
317,2021-02-11,Andaman and Nicobar Islands,5007,13.0,4932.0,62.0
318,2021-02-12,Andaman and Nicobar Islands,5007,13.0,4932.0,62.0
319,2021-02-13,Andaman and Nicobar Islands,5007,11.0,4934.0,62.0
320,2021-02-14,Andaman and Nicobar Islands,5009,9.0,4938.0,62.0
321,2021-02-15,Andaman and Nicobar Islands,5009,9.0,4938.0,62.0
322,2021-02-16,Andaman and Nicobar Islands,5009,9.0,4938.0,62.0
323,2021-02-17,Andaman and Nicobar Islands,5013,8.0,4943.0,62.0
324,2021-02-18,Andaman and Nicobar Islands,5014,8.0,4944.0,62.0
325,2021-02-19,Andaman and Nicobar Islands,5014,8.0,4944.0,62.0
326,2021-02-20,Andaman and Nicobar Islands,5014,4.0,4948.0,62.0
327,2021-02-21,Andaman and Nicobar Islands,5014,3.0,4949.0,62.0
328,2021-02-22,Andaman and Nicobar Islands,5014,3.0,4949.0,62.0
329,2021-02-23,Andaman and Nicobar Islands,5015,4.0,4949.0,62.0
330,2021-02-24,Andaman and Nicobar Islands,5016,5.0,4949.0,62.0
331,2021-02-25,Andaman and Nicobar Islands,5016,4.0,4950.0,62.0
332,2021-02-26,Andaman and Nicobar Islands,5016,2.0,4952.0,62.0
333,2021-02-27,Andaman and Nicobar Islands,5017,3.0,4952.0,62.0
334,2021-03-01,Andaman and Nicobar Islands,5020,6.0,4952.0,62.0
335,2021-03-02,Andaman and Nicobar Islands,5020,6.0,4952.0,62.0
336,2021-03-03,Andaman and Nicobar Islands,5020,6.0,4952.0,62.0
337,2021-03-04,Andaman and Nicobar Islands,5022,8.0,4952.0,62.0
338,2021-03-06,Andaman and Nicobar Islands,5024,8.0,4954.0,62.0
339,2021-03-07,Andaman and Nicobar Islands,5024,7.0,4955.0,62.0
340,2021-03-08,Andaman and Nicobar Islands,5024,7.0,4955.0,62.0
341,2021-03-09,Andaman and Nicobar Islands,5026,7.0,4957.0,62.0
342,2021-03-10,Andaman and Nicobar Islands,5028,8.0,4958.0,62.0
343,2021-03-11,Andaman and Nicobar Islands,5028,6.0,4960.0,62.0
344,2021-03-13,Andaman and Nicobar Islands,5029,6.0,4961.0,62.0
345,2021-03-14,Andaman and Nicobar Islands,5030,4.0,4964.0,62.0
346,2021-03-15,Andaman and Nicobar Islands,5031,5.0,4964.0,62.0
347,2021-03-16,Andaman and Nicobar Islands,5031,3.0,4966.0,62.0
348,2021-03-17,Andaman and Nicobar Islands,5032,3.0,4967.0,62.0
349,2021-03-18,Andaman and Nicobar Islands,5035,6.0,4967.0,62.0
350,2021-03-19,Andaman and Nicobar Islands,5036,5.0,4969.0,62.0
351,2021-03-20,Andaman and Nicobar Islands,5038,7.0,4969.0,62.0
352,2021-03-21,Andaman and Nicobar Islands,5038,7.0,4969.0,62.0
353,2021-03-22,Andaman and Nicobar Islands,5039,8.0,4969.0,62.0
354,2021-03-23,Andaman and Nicobar Islands,5039,8.0,4969.0,62.0
355,2021-03-24,Andaman and Nicobar Islands,5039,5.0,4972.0,62.0
356,2021-03-25,Andaman and Nicobar Islands,5041,6.0,4973.0,62.0
357,2021-03-27,Andaman and Nicobar Islands,5043,7.0,4974.0,62.0
358,2021-03-28,Andaman and Nicobar Islands,5044,7.0,4975.0,62.0
359,2021-03-29,Andaman and Nicobar Islands,5046,8.0,4976.0,62.0
360,2021-03-30,Andaman and Nicobar Islands,5052,14.0,4976.0,62.0
361,2021-03-31,Andaman and Nicobar Islands,5081,43.0,4976.0,62.0
362,2021-04-01,Andaman and Nicobar Islands,5083,45.0,4976.0,62.0
363,2021-04-02,Andaman and Nicobar Islands,5084,42.0,4980.0,62.0
364,2021-04-03,Andaman and Nicobar Islands,5084,41.0,4981.0,62.0
